"","ENVHA_235033541_trim25_frac","ENVHA_235057263_trim25_frac","ENVHA_235057491_trim25_frac","ENVHA_235057493_trim25_frac","ENVHA_235057560_trim25_frac","ENVHA_235063938_trim25_frac","ENVHA_235072464_trim25_frac","ENVHA_332760487_trim25_frac","ENVHA_332760505_trim25_frac","ENVHA_332761261_trim25_frac","ENVHA_332763462_trim25_frac","ENVHA_332766234_trim25_frac","ENVHA_332766361_trim25_frac","ENVHA_332766367_trim25_frac","ENVHA_332766382_trim25_frac","ENVHA_332766553_trim25_frac","ENVHA_332766565_trim25_frac","ENVHA_332766577_trim25_frac","ENVHA_332766585_trim25_frac","ENVHA_332767040_trim25_frac","ENVHA_332767115_trim25_frac","ENVHA_332767116_trim25_frac","ENVHA_332767131_trim25_frac","ENVHA_332767142_trim25_frac","ENVHA_332767164_trim25_frac","ENVHA_332767240_trim25_frac","ENVHA_332767265_trim25_frac","ENVHA_332767281_trim25_frac","ENVHA_332767798_trim25_frac","ENVHA_332767811_trim25_frac","ENVHA_332767828_trim25_frac","ENVHA_332767854_trim25_frac","ENVHA_332769255_trim25_frac","ENVHA_332769263_trim25_frac","ENVHA_332769282_trim25_frac","ENVHA_332769330_trim25_frac","ENVHA_332769475_trim25_frac","ENVHA_332770127_trim25_frac","ENVHA_332773187_trim25_frac","ENVHA_332773976_trim25_frac","ENVHA_332774160_trim25_frac","ENVHA_338311314_trim25_frac","ENVHA_338312231_trim25_frac","ENVHA_338312232_trim25_frac","ENVHA_338312247_trim25_frac","ENVHA_338313528_trim25_frac","ENVHA_338314157_trim25_frac","ENVHA_338314170_trim25_frac","ENVHA_338315335_trim25_frac","ENVHA_338316258_trim25_frac","ENVHA_338316278_trim25_frac","ENVHA_338318855_trim25_frac","ENVHA_338319683_trim25_frac","ENVHA_338319947_trim25_frac","ENVHA_338319976_trim25_frac","ENVHA_338337127_trim25_frac","ENVHA_338337295_trim25_frac","ENVHA_338337338_trim25_frac","ENVHA_338338122_trim25_frac","ENVHA_338339731_trim25_frac","ENVHA_338339754_trim25_frac"
"256",4e-05,1e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,0,0,0,1e-05,1e-05,1e-05,2e-05,0,0,0,2e-05,2e-05,0,2e-05,2e-05,3e-05,0,4e-05,0,1e-05,3e-05,1e-05,0,1e-05,5e-05,0,0,0,6e-05,1e-05,1e-05,0,0,3e-05,0,0,1e-05,1e-05,2e-05,3e-05,1e-05,1e-05,0,0,1e-05,7e-05,0,0,1e-05,0,0,1e-05,1e-05
"1743168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0
"53635",0,1e-04,8e-05,0.00018,0.00019,0.00022,7e-05,0.00011,0.00025,6e-05,0.00013,8e-05,9e-05,1e-04,7e-05,1e-05,1e-04,2e-04,6e-05,7e-05,0,1e-04,5e-05,7e-05,1e-04,9e-05,4e-05,0.00016,0.00012,0.00013,8e-04,0.00015,0.00012,0.00015,0.00013,0.00014,6e-05,0.00013,0.00014,0.00011,0.00013,9e-05,0.00025,3e-05,0.00016,0.00019,0.00016,2e-05,0.00011,3e-04,0.00013,0.00016,0.00012,0,0,0.00014,0.00011,7e-05,7e-05,8e-05,0.00012
"231049",9e-05,2e-05,7e-05,3e-05,3e-05,0.00028,7e-05,9e-05,3e-05,1e-05,5e-05,3e-05,0,5e-05,0.00011,4e-05,3e-05,3e-05,3e-05,0.00012,1e-05,9e-05,0.00015,0.00012,6e-05,9e-05,4e-05,6e-05,4e-05,5e-05,2e-05,2e-05,3e-05,0,5e-05,4e-05,8e-05,5e-05,2e-05,0,6e-05,7e-05,2e-05,3e-05,4e-05,5e-05,2e-05,1e-04,5e-05,4e-05,3e-05,4e-05,4e-05,9e-05,0,2e-05,5e-05,3e-05,7e-05,4e-05,1e-05
"240495",0.00024,0.0024,0.001,0.00103,0.00107,0.00053,0.00034,0.00075,0.00349,0.00107,0.00119,0.00027,0.00075,0.00053,0.00049,0.00013,0.00018,0.00144,0.00303,0.00047,9e-05,0.00095,0.00035,0.00069,5e-04,0.00056,2e-04,0.00099,8e-04,0.00056,0.00202,0.00152,8e-04,0.00031,0.00074,0.00141,0.00036,0.0013,0.00308,0.00059,0.00165,0.00053,0.00212,0.00129,0.00109,0.00107,0.0012,0.00013,0.00101,0.00102,0.00067,0.00173,0.00154,0.00031,0.00022,0.00083,0.00169,0.00029,0.00035,0.00117,0.00047
"1913685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2662362",8e-05,4e-05,0.00024,0.00013,0.00011,0.00011,3e-05,0.00037,0.00013,0,0.00016,2e-05,0.00018,3e-05,0.00189,1e-05,0.00013,0.00015,2e-05,0.00061,0,0.00097,0.00085,0.00103,4e-05,0.00151,1e-05,0.00025,0.00011,6e-05,3e-05,7e-05,5e-05,0,0.00013,0.00012,0,1e-04,0.00018,0.00011,0.00014,0.00212,3e-05,3e-05,0.00016,0.00027,5e-05,0.0034,0.00018,5e-05,0.00013,2e-04,0.00021,4e-05,1e-04,0.00103,0.00026,7e-05,5e-05,6e-05,0.00012
"2093373",0,0,2e-05,3e-05,4e-05,0,1e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,0,0,0,1e-05,1e-05,0,0,1e-05,0,0,0,1e-05,0,1e-05,0,0,1e-05,0,0,0,2e-05,1e-05,2e-05,3e-05,0,6e-05,1e-05,1e-05,9e-05,0,6e-05,3e-05,3e-05,0,1e-05,4e-05,2e-05,2e-05,3e-05,0,0,3e-05,3e-05,2e-05,0,0,2e-05
"2700081",0,0,1e-05,1e-05,0,0,0,1e-05,0,0,0,1e-05,0,0,0,1e-05,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0,0,0,0,0,0,1e-05,1e-05,0,0,0,0,0,1e-05,1e-05,3e-05,0,1e-05,0,0,0,0,3e-05
"2662361",8e-05,0.00033,0.00018,0.00034,0.00031,0.00041,0.00027,0.00031,0.00033,0.00034,6e-04,0.00026,0.00016,2e-04,0.00019,0.00016,0.00023,0.00048,0.00038,0.00019,0.00015,0.00026,0.00015,0.00024,0.00021,0.00023,8e-05,0.00041,0.00024,0.00035,0.00022,0.00034,0.00035,0.00024,0.00032,0.00051,0.00022,0.00034,0.00098,0.00017,0.00045,0.00026,0.00079,0.00015,0.00039,0.00034,0.00043,6e-05,0.00035,0.00036,0.00034,0.00047,0.00041,0.00022,5e-05,0.00031,4e-04,2e-04,0.00018,0.00041,0.00033
"546367",4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286802",0,4e-05,5e-05,7e-05,8e-05,5e-05,5e-05,6e-05,6e-05,6e-05,6e-05,7e-05,2e-05,5e-05,5e-05,2e-05,6e-05,1e-04,6e-05,4e-05,0,6e-05,3e-05,4e-05,9e-05,6e-05,5e-05,8e-05,0.00019,9e-05,6e-05,9e-05,0.00012,3e-05,0.00017,6e-05,3e-05,5e-05,3e-05,8e-05,6e-05,6e-05,0.00025,1e-05,1e-04,7e-05,7e-05,1e-05,8e-05,1e-04,5e-05,7e-05,7e-05,0,0,1e-04,7e-05,5e-05,5e-05,0.00013,4e-05
"2681549",0.00093,0.00026,0.00012,0.00029,0.00028,0.00056,0.00028,0.00029,0.00114,0.00042,0.00039,0.00041,0.00034,0.00018,0.00021,0.00016,0.00025,0.00033,0.00045,2e-04,0.00037,0.00026,0.00013,2e-04,0.00014,0.00022,3e-05,0.00037,0.00025,0.00031,0.00039,0.00037,0.00065,0.00063,0.00027,0.00039,5e-04,0.00054,0.00051,0.00064,0.00035,0.00028,0.00076,0.00033,0.00041,3e-04,6e-04,5e-05,4e-04,0.00028,0.00057,0.00041,0.00039,0.00071,0.00145,0.00037,0.00038,0.00029,0.00078,7e-04,0.00044
"1737490",0,1e-05,1e-05,2e-05,2e-05,0,1e-05,2e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05,3e-05,0,0.00058,1e-05,0,3e-05,0,4e-05,6e-05,2e-05,0,2e-05,4e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,4e-05,2e-05,0,0,2e-05,3e-05,7e-05,2e-05,3e-05,5e-05,0,6e-05,1e-05,2e-05,3e-05,1e-05,3e-05,3e-05,3e-05,3e-05,2e-05,0,1e-05,1e-05,2e-05
"371601",0,1e-05,4e-05,0,1e-05,2e-05,0,2e-05,2e-05,1e-05,1e-05,0,0,0,3e-05,4e-05,3e-05,1e-05,1e-05,4e-05,2e-05,4e-05,0.00023,4e-05,0,8e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,1e-04,0,2e-05,1e-05,4e-05,0,0,2e-05,1e-05,5e-05,1e-05,0,1e-05,5e-05,2e-05,0.00054,1e-05,0,0,1e-05,1e-05,2e-05,0,1e-05,2e-05,2e-05,0,1e-05,2e-05
"2421",0,0,1e-05,4e-05,2e-05,1e-05,2e-05,4e-05,1e-05,0,2e-05,0,0,0,1e-05,1e-05,5e-05,3e-05,2e-05,1e-05,2e-05,2e-05,0,1e-05,1e-05,3e-05,0,2e-05,1e-05,0,0,0,0,1e-05,1e-05,3e-05,3e-05,1e-05,1e-05,0,1e-05,1e-05,0,0,2e-05,1e-05,1e-05,0,2e-05,6e-05,2e-05,4e-05,2e-05,0,0,6e-05,1e-05,2e-05,0,0,2e-05
"2424",0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0
"1538644",6e-05,9e-05,1e-04,6e-05,5e-05,5e-05,0.00068,0.00061,3e-05,0.00013,1e-04,4e-05,0.00017,4e-05,0.00096,1e-04,4e-05,0.00011,0.00088,0.00084,1e-05,0.00064,0.00075,0.00088,8e-05,0.00048,2e-05,0.00025,7e-05,0.00039,0.00208,7e-05,3e-05,0,0.00016,4e-05,5e-05,8e-05,0.00187,0.00181,4e-05,0.00076,5e-05,1e-04,5e-05,0.00014,3e-05,7e-04,0.00016,6e-05,6e-05,7e-05,9e-05,4e-05,0,7e-05,0.00011,3e-05,0.00014,8e-05,4e-05
"29291",3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,1e-05,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562959",0,0,0,0,1e-05,0,1e-05,0,0,0,0,0,0,0,0,4e-05,0,1e-05,1e-05,0,1e-05,0,0,0,1e-05,0,1e-05,0,0,0,0,0,1e-05,0,0.00021,0,2e-05,0,0,2e-05,0,0,0,1e-05,0,0,0,0,0,0,1e-05,0,0,6e-05,1e-04,0,0,0,0,0,0
"400770",0.00015,9e-05,7e-05,0.00017,0.00017,0.00019,6e-05,0.00017,0.00038,0.00013,0.00023,8e-05,0.00016,7e-05,0.00021,1e-04,0.00037,0.00021,0.00021,0.00022,1e-05,2e-04,0.00012,0.00019,0.00013,0.00015,4e-05,0.00024,0.00011,9e-05,9e-05,0.00014,9e-05,8e-05,0.00019,2e-04,0.00018,0.00019,9e-05,0.00014,0.00029,0.00025,0.00208,8e-05,0.00024,0.00024,0.00023,5e-05,0.00026,0.00015,0.00027,2e-04,0.00025,9e-05,0,0.00017,0.00028,0.00015,7e-05,0.00015,0.00013
"463025",0,1e-05,0,0,1e-05,3e-05,1e-05,2e-05,1e-05,3e-05,1e-05,2e-05,2e-05,0,0,2e-05,2e-05,1e-05,1e-05,0,5e-05,1e-05,0,0,0,1e-05,0,1e-05,1e-05,2e-05,0,1e-05,7e-05,0,2e-05,1e-05,7e-05,1e-05,3e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,4e-05,2e-05,1e-05,1e-05,1e-05,4e-05,2e-05,2e-05
"463024",7e-05,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,2e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05,0,0,5e-05,0,0
"1415630",0.00071,0.00015,0,2e-05,1e-05,0.00025,7e-05,0,0,0.00017,0,0.00031,0.00012,1e-05,0,7e-05,9e-05,0,1e-04,0,0.00019,0,0,0,1e-05,0,0,0,1e-05,0.00016,7e-05,5e-05,0.00011,0.00037,4e-05,0,0.00023,1e-04,0.00091,0.00021,0,0,2e-05,0.00019,1e-05,0,1e-05,0,0,2e-05,8e-05,0,0,0.00058,0.00026,2e-05,0,2e-05,5e-05,3e-05,0.00014
"1090615",1e-04,4e-04,0.00065,0.00133,0.00119,0.00118,0.00056,0.00111,0.00114,0.0025,0.00174,0.00059,0.00012,0.00154,0.00091,0.00018,0.00059,0.00166,0.00036,0.00093,0.00012,0.00106,0.00055,0.00116,0.00051,0.00079,0.00102,0.00148,0.00125,0.00046,0.00024,0.00078,0.00083,0.00035,0.0014,0.00166,0.00038,0.00142,0.00037,0.00028,0.00209,0.00098,0.00324,0.00039,0.00116,0.00098,0.0012,0.00024,0.00165,0.00102,0.00111,0.00157,0.00198,0.00033,0.00025,0.00143,0.0017,6e-04,0.00044,0.00077,0.00045
"162",1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0,1e-05,0,1e-05,1e-05,0,0,2e-05,6e-05,0,1e-05,0,7e-05,0,0,0,1e-05,0,0,0,1e-05,4e-05,2e-05,2e-05,3e-05,4e-05,2e-05,1e-05,3e-05,1e-05,5e-05,9e-05,0,0,1e-05,0,0,1e-05,0,0,0,0,2e-05,0,0,9e-05,2e-04,1e-05,1e-05,0,0.00011,2e-05,3e-05
"1028416",2e-05,0.00046,0.00015,1e-04,0.00037,0.00038,0.00014,0.00025,0.00054,0.00027,0.00041,5e-05,0.00071,8e-05,0.00022,0.00018,1e-04,0.00023,4e-05,0.00033,0,0.00035,0.00017,0.00026,0.00059,0.00028,5e-05,0.00038,3e-04,3e-05,0.00031,6e-04,0.00032,5e-05,0.00046,0.00021,0,0.00045,0.00069,7e-04,0.00036,0.00031,0.00015,4e-05,0.00052,0.00048,0.00036,6e-05,0.00036,0.00021,0.00057,0.00036,0.00031,0.00017,8e-05,0.00042,0.00054,0.00019,0.00053,0.00024,0.00014
"141451",0,1e-05,1e-05,1e-05,1e-05,0,2e-05,1e-05,0,0,1e-05,9e-05,0,0,2e-05,1e-05,1e-05,1e-05,0,2e-05,0,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,0,0,0,1e-05,1e-05,1e-05,0,1e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0,7e-05,2e-05,0,0,1e-05,2e-05,4e-05,1e-05,1e-05,0,0,1e-05,2e-05,1e-05,0,2e-05,1e-05
"2171755",3e-05,4e-05,3e-05,0.00012,0.00013,4e-05,3e-05,0.00014,8e-05,4e-05,0.00012,4e-05,4e-05,7e-05,8e-05,0.00015,5e-05,0.00013,5e-05,7e-05,3e-05,9e-05,4e-05,7e-05,5e-05,0.00014,1e-05,0.00012,9e-05,5e-05,5e-05,0.00013,3e-05,3e-05,9e-05,0.00013,5e-05,9e-05,6e-05,5e-05,0.00011,0.00011,4e-05,0.00077,0.00012,9e-05,9e-05,2e-05,2e-04,0.00013,0.00011,0.00017,0.00014,6e-05,0.00019,9e-05,0.00012,6e-05,0.00016,4e-05,6e-05
"90245",5e-05,4e-05,0.00017,7e-05,6e-05,3e-05,9e-05,8e-05,0.00049,1e-04,0.00012,5e-05,4e-05,0.00013,6e-05,3e-05,6e-05,9e-05,0.00015,5e-05,0,6e-05,4e-05,5e-05,0.00072,1e-04,0,8e-05,8e-05,0.00029,8e-05,0.00015,1e-05,1e-04,0.00025,0.00083,0.00014,4e-05,2e-05,2e-05,0.00014,7e-05,5e-05,3e-05,8e-05,0.00016,8e-05,3e-05,6e-05,0.00023,3e-05,6e-05,6e-05,0,0,6e-05,6e-05,4e-05,2e-05,4e-05,2e-05
"1914871",0,1e-05,3e-05,2e-05,3e-05,0,0.00013,3e-05,5e-05,1e-04,3e-05,0.00023,0,1e-05,3e-05,8e-05,0,3e-05,0,3e-05,0,0.00036,6e-05,3e-05,2e-05,5e-05,0,6e-05,0,0,4e-05,0.00019,2e-04,0.00016,4e-05,3e-05,0.00225,5e-05,0.00013,0.00032,3e-05,4e-05,1e-05,0,1e-05,0.00012,0,3e-05,7e-05,0.00013,1e-04,3e-05,5e-05,8e-05,0,1e-05,8e-05,0,0.00098,0,0.00018
"185642",0.00047,2e-05,0,1e-05,1e-05,4e-05,5e-05,1e-05,1e-05,3e-05,0,0.00015,9e-05,1e-05,0,5e-05,3e-05,1e-05,4e-05,0,0.00018,0,0,0,1e-05,0,0,0,1e-05,1e-04,6e-05,3e-05,0.00012,0.00011,2e-05,1e-05,0.00018,4e-05,8e-05,9e-05,0,0,1e-05,6e-05,1e-05,0,2e-05,0,0,2e-05,3e-05,1e-05,0,0.00033,0.00027,1e-05,0,2e-05,0.00014,3e-05,5e-05
"339862",0,0,0,1e-05,1e-05,0,0,0,0,0,1e-05,0,0,0,0,0,6e-05,1e-05,0,0,2e-05,0,0,0,0,0,0,1e-05,0,0,0,0,2e-05,0,1e-05,1e-05,0,1e-05,0,0,1e-05,1e-05,0,0,2e-05,2e-05,0,6e-05,1e-05,0,0,1e-05,1e-05,0,0,0,1e-05,0,0,0,0
"1697349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666686",0,0,1e-05,2e-05,1e-05,4e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0,3e-05,0,1e-05,0,4e-05,2e-05,1e-05,1e-05,0,1e-05,0,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,3e-05,0,2e-05,1e-05,1e-05,2e-05,0,2e-05,1e-05,1e-05,0,1e-05,2e-05,2e-05,2e-05,1e-05,3e-05,0.00012,1e-05,1e-05,0,0,6e-05,3e-05
"413497",3e-05,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,1e-05,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,2e-05,0,0
"666685",0.00011,0,1e-05,1e-05,1e-05,4e-05,3e-05,1e-05,4e-05,6e-05,1e-05,2e-05,0.00011,1e-05,1e-05,1e-05,2e-05,3e-05,9e-05,1e-05,4e-05,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,2e-05,2e-05,5e-05,3e-05,5e-05,5e-05,0,3e-05,8e-05,0.00056,2e-05,0,0.00017,2e-05,2e-05,1e-05,0.00014,1e-05,2e-05,1e-05,0,2e-05,2e-05,2e-05,3e-05,2e-05,0.00015,4e-05,4e-05,3e-05,2e-05,0.00014,3e-05,3e-05
"2173853",0,0,5e-05,3e-05,2e-05,3e-05,1e-05,1e-05,1e-05,0.00011,2e-05,1e-05,0,2e-05,1e-05,1e-05,2e-05,2e-05,0,1e-05,0,1e-05,1e-05,1e-05,2e-05,1e-05,2e-05,2e-05,2e-05,2e-05,0,0,2e-05,0.00017,2e-05,2e-05,2e-05,3e-05,0,1e-05,2e-05,2e-05,6e-05,1e-05,2e-05,2e-05,2e-05,0,2e-05,2e-05,2e-05,2e-05,2e-05,3e-05,2e-05,3e-05,2e-05,1e-05,1e-05,1e-05,0
"553814",0.0018,0.00015,5e-05,0.00011,0.00019,0.00029,0.00015,0.00023,0.00015,6e-04,3e-04,5e-04,4e-04,5e-05,0.00039,0.00026,3e-04,0.00025,0.00052,0.00038,0.00058,0.00043,0.00039,0.00038,0.00012,0.00015,0.00021,0.00032,0.00022,0.00042,0.00022,0.00018,0.00045,0.00046,2e-04,0.00022,6e-04,0.00023,0.00058,0.00094,0.00029,0.00041,0.00022,0.00039,0.00014,0.00031,0.00013,0.00031,0.00052,0.00013,2e-04,2e-04,0.00049,0.00092,0.00117,0.00016,0.00036,0.00015,0.00035,0.00035,0.00035
"362257",0,1e-05,1e-05,1e-05,2e-05,3e-05,1e-05,1e-05,1e-05,3e-05,1e-05,0,0,1e-05,1e-05,1e-05,2e-05,1e-05,2e-05,1e-05,4e-05,1e-05,0,1e-05,1e-05,1e-05,0,1e-05,2e-05,7e-05,1e-05,3e-05,3e-05,3e-05,1e-05,1e-05,2e-05,2e-05,5e-05,0.00012,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,0,1e-05,1e-05,2e-05,2e-05,1e-05,8e-05,0,2e-05,1e-05,1e-05,3e-05,2e-05,3e-05
"488546",1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,7e-05,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2528024",0,3e-05,2e-05,3e-05,3e-05,3e-05,1e-05,2e-05,2e-05,2e-05,3e-05,3e-05,3e-05,2e-05,2e-05,0,1e-05,4e-05,3e-05,2e-05,0,2e-05,1e-05,2e-05,2e-05,2e-05,0,4e-05,4e-05,4e-05,0.00013,3e-05,0,4e-05,4e-05,3e-05,5e-05,1e-05,0.00012,0,3e-05,2e-05,1e-05,3e-05,3e-05,4e-05,3e-05,1e-05,3e-05,7e-05,4e-05,3e-05,3e-05,6e-05,0.00012,4e-05,3e-05,2e-05,1e-05,9e-05,1e-05
"2734",3e-05,3e-05,2e-05,3e-05,3e-05,4e-05,1e-05,3e-05,2e-05,3e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,4e-05,3e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,2e-05,0,3e-05,2e-05,2e-05,3e-05,2e-05,6e-05,3e-05,2e-05,2e-05,0,3e-05,0,0,2e-05,2e-05,3e-05,1e-05,2e-05,3e-05,2e-05,1e-05,2e-05,3e-05,2e-05,3e-05,2e-05,0,0,2e-05,2e-05,2e-05,1e-05,3e-05,6e-05
"204042",0,0,0,0,0,1e-05,1e-05,0,0,0,0,3e-05,0,0,0,2e-05,1e-05,1e-05,0,0,9e-05,0,0,0,0,0,0,0,0,1e-05,1e-05,1e-05,0,1e-05,0,0,1e-05,0,0,4e-05,0,0,0,0,0,0,1e-05,0,0,1e-05,1e-05,1e-05,0,6e-05,0,0,0,0,2e-05,0,0
"53376",0.00034,4e-05,1e-05,1e-05,0,5e-05,2e-05,0,1e-05,5e-05,0,8e-05,1e-04,0,0,3e-05,5e-05,1e-05,3e-05,0,4e-05,0,0,0,1e-05,0,0,0,2e-05,8e-05,1e-05,5e-05,9e-05,4e-05,1e-05,1e-05,0.00018,8e-05,7e-05,0.00022,0,0,1e-05,8e-05,1e-05,0,2e-05,0,0,2e-05,2e-05,0,0,0.00024,9e-05,2e-05,0,1e-05,1e-04,3e-05,0.00012
"42817",5e-05,2e-05,6e-05,5e-05,4e-05,5e-05,3e-05,2e-05,5e-05,1e-05,3e-05,1e-05,0.00014,4e-05,2e-05,1e-05,2e-05,5e-05,2e-05,2e-05,6e-05,2e-05,3e-05,3e-05,3e-05,1e-05,0,3e-05,4e-05,7e-05,0,2e-05,0.00016,3e-05,4e-05,3e-05,2e-05,3e-05,0,3e-05,2e-05,3e-05,2e-05,1e-05,4e-05,5e-05,2e-05,1e-05,2e-05,8e-05,3e-05,3e-05,2e-05,8e-05,0,3e-05,2e-05,2e-05,2e-05,4e-05,1e-05
"49899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0
"155892",0.00027,1e-05,0,2e-05,2e-05,1e-04,4e-05,1e-05,1e-05,6e-05,1e-05,7e-05,7e-05,0,0,4e-05,4e-05,1e-05,6e-05,0,9e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,1e-05,5e-05,5e-05,4e-05,6e-05,9e-05,2e-05,1e-05,9e-05,5e-05,9e-05,0.00032,1e-05,1e-05,3e-05,6e-05,1e-05,1e-05,4e-05,0,1e-05,3e-05,4e-05,1e-05,1e-05,4e-05,0.00012,4e-05,1e-05,4e-05,9e-05,6e-05,1e-04
"2594042",0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,5e-05,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0
"1441095",0,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0,0,2e-05,1e-05,2e-05,0,1e-05,0,1e-05,2e-05,0,4e-05,0,0,0,2e-05,1e-05,0,1e-05,1e-05,0,1e-05,2e-05,3e-05,0,1e-05,1e-05,0,1e-05,1e-05,2e-05,1e-05,0,0,0,1e-05,1e-05,2e-05,0,0,2e-05,4e-05,1e-05,0,3e-05,0,1e-05,0,1e-05,0,2e-05,0
"84378",7e-05,1e-05,0,0,0,3e-05,0,1e-05,0,3e-05,0,5e-05,0,0,0,0,0,0,2e-05,0,5e-05,0,0,0,1e-05,0,0,0,0,1e-05,1e-05,1e-05,0,2e-05,1e-05,0,0.00016,0,0,0,0,0,0,2e-05,0,1e-05,0,4e-05,1e-05,1e-05,0,0,0,7e-05,0.00014,1e-05,1e-05,1e-05,0,0,2e-05
"314722",0.00027,0.00045,0.00015,0.00033,0.00041,0.00024,5e-05,0.00027,0.00053,0.00059,0.00036,1e-04,0.00268,2e-04,0.00019,8e-05,0.00099,0.00045,0.00024,0.00019,0.00017,0.00027,0.00014,0.00019,0.00017,0.00024,0.00035,0.00046,0.00039,2e-04,0.00015,0.00039,2e-04,0.00026,0.00047,0.00037,0.00017,0.00027,0.00019,0.00021,0.00037,3e-04,0.00036,0.00025,0.00047,0.00042,0.00029,6e-05,3e-04,3e-04,0.00038,0.00067,0.00037,3e-04,0.00013,0.00048,0.00031,0.00052,0.00034,6e-04,0.00025
"1573719",2e-05,1e-05,0,0,0,3e-05,1e-05,0,0,4e-05,0,4e-05,0,0,0,2e-05,1e-05,0,1e-05,0,7e-05,0,0,0,0,0,0,0,1e-05,1e-05,1e-05,1e-05,3e-05,1e-05,0,0,2e-05,1e-05,0,5e-05,0,0,1e-05,0,0,0,0,0,0,3e-05,0,0,0,8e-05,1e-04,1e-05,0,0,0,0,2e-05
