domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_frac CRR125950_0.90.bracken_frac CRR125950_0.95.bracken_frac CRR125950_0.99.bracken_frac CRR125950_0.bracken_frac CRR125950_1.bracken_frac 
Bacteria Firmicutes Bacilli Bacillales Listeriaceae Listeria Listeria grayi 1641 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Listeriaceae Listeria Listeria seeligeri 1640 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium Rhizobium flavum 1335061 	0 0 0 0 5 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus manihotivorans 88233 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter anaerophilus 877500 	0 0 0 0 2 0 
Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Arachidicoccus Arachidicoccus ginsenosidivorans 496057 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Salicibibacter Salicibibacter halophilus 2502791 	0 0 0 0 1 0 
Bacteria Firmicutes Negativicutes Veillonellales Veillonellaceae Megasphaera Megasphaera stantonii 2144175 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Chromatiales Chromatiaceae Marichromatium Marichromatium purpuratum 37487 	0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium saccharobutylicum 169679 	0 0 0 0 1 0 
Eukaryota Apicomplexa Aconoidasida Piroplasmida Theileriidae Theileria Theileria annulata 5874 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Cupriavidus Cupriavidus taiwanensis 164546 	0 0 0 0 1 0 
Bacteria Chlamydiae Chlamydiia Chlamydiales Chlamydiaceae Chlamydia Chlamydia caviae 83557 	0 0 0 0 1 0 
Bacteria Actinobacteria Acidimicrobiia Acidimicrobiales Iamiaceae NA Iamiaceae bacterium SCSIO 	2664374 0 0 0 0 42 0 
Eukaryota Euglenozoa Kinetoplastea Trypanosomatida Trypanosomatidae Trypanosoma Trypanosoma brucei 5691 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingosinithalassobacter Sphingosinithalassobacter sp. zrk23 	S 0.00000 0.00000 0.00000 0.00000 0.00075 0.00000 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Sphingobacterium Sphingobacterium sp. DR205 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. F5649 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Planctomycetes NA NA NA NA Planctomycetes bacterium Pla110 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiales Family XIII. Incertae Sedis 	Aminipila 433296 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter portucalensis 1639133 	0 0 0 0 22 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella pneumoniae 573 	0 0 0 0 32 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella oxytoca 571 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Pectobacteriaceae Sodalis Sodalis glossinidius 63612 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Halomonadaceae Candidatus Evansia Candidatus Evansia 	1495769 0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Vitreoscilla Vitreoscilla filiformis 63 	0 0 0 0 13 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Filomicrobium Candidatus Filomicrobium marinum 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Halomonadaceae Halomonas Halomonas socia 1081866 	0 0 0 0 4 0 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma struthionis 538220 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Mannheimia Mannheimia haemolytica 75985 	0 0 0 0 144 0 
Eukaryota Ascomycota Dothideomycetes Mycosphaerellales Mycosphaerellaceae Cercospora Cercospora beticola 122368 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Photobacterium Photobacterium profundum 74109 	0 0 0 0 1 0 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Spirochaeta Spirochaeta thermophila 154 	0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Lysinibacillus Lysinibacillus sphaericus 1421 	0 0 0 0 3 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria chenwenguii 1853278 	0 0 0 0 13 0 
Bacteria Actinobacteria Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia Pseudonocardia dioxanivorans 240495 	0 0 0 0 6 0 
Archaea Euryarchaeota Methanomicrobia Methanomicrobiales Methanospirillaceae Methanospirillum Methanospirillum hungatei 2203 	0 0 0 0 1 0 
Bacteria Tenericutes Mollicutes Entomoplasmatales Entomoplasmataceae Entomoplasma Entomoplasma somnilux 215578 	0 0 0 0 3 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus casei 1582 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Glaesserella Glaesserella sp. 15-184 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Aquimarina Aquimarina sp. AD10 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Candidatus Annandia Candidatus Annandia 	1302411 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA Nordella Nordella sp. HKS 	2712222 0 0 0 0 25 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus delbrueckii 1584 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Chromatiales Thioalkalibacteraceae Guyparkeria Guyparkeria halophila 47960 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus glycinifermentans 1664069 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter pinnipediorum 1965231 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Arsenophonus Arsenophonus endosymbiont of 	dispersus S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. LMO-1 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma glycophilum 171285 	0 0 0 0 1 0 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma cynos 171284 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Glaesserella Glaesserella parasuis 738 	0 0 0 0 1 0 
Bacteria Proteobacteria Deltaproteobacteria Myxococcales Anaeromyxobacteraceae Anaeromyxobacter Anaeromyxobacter sp. Fw109-5 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Succinivibrionaceae Succinivibrio Succinivibrio dextrinosolvens 83771 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria NA NA NA Bathymodiolus thermophilus thioautotrophic 	symbiont S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Yersinia Yersinia enterocolitica 630 	0 0 0 0 1 0 
Viruses Kitrinoviricota Alsuviricetes Tymovirales Betaflexiviridae Vitivirus Grapevine virus G 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Yersinia Yersinia pestis 632 	0 0 0 0 65 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Siansivirga Siansivirga zeaxanthinifaciens 762954 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Hafniaceae Edwardsiella Edwardsiella tarda 636 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Aliiarcobacter [Arcobacter] porcinus 1935204 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Arsenophonus Arsenophonus nasoniae 638 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Catenovulum Catenovulum sp. CCB-QB4 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Enterococcus Enterococcus faecalis 1351 	0 0 0 0 3 0 
Bacteria Cyanobacteria NA Synechococcales Prochloraceae Prochlorococcus Prochlorococcus marinus 1219 	0 0 0 0 4 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium taeniosporum 394958 	0 0 0 0 2 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Dermatophilaceae Dermatophilus Dermatophilus congolensis 1863 	0 0 0 0 2 0 
Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Lachnoanaerobaculum Lachnoanaerobaculum umeaense 617123 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Polynucleobacter Polynucleobacter duraquae 1835254 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Cellvibrionales Spongiibacteraceae Zhongshania Zhongshania aliphaticivorans 1470434 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium sp. 2184 	S 0.00000 0.00000 0.00000 0.00000 0.00070 0.00000 
Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae Aneurinibacillus Aneurinibacillus sp. XH2 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Vagococcus Vagococcus teuberi 519472 	0 0 0 0 1 0 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter Pedobacter steynii 430522 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Piscirickettsiaceae Thiomicrorhabdus Thiomicrorhabdus sp. G1 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Alkaliphilus Alkaliphilus oremlandii 461876 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Nostocales Aphanizomenonaceae Dolichospermum Dolichospermum sp. UHCC 	1914871 0 0 0 0 2 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Cytophagaceae Runella Runella sp. SP2 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Asticcacaulis Asticcacaulis excentricus 78587 	0 0 0 0 23 0 
Bacteria Deinococcus-Thermus Deinococci Thermales Thermaceae Meiothermus Meiothermus silvanus 52022 	0 0 0 0 5 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis granuli 267128 	0 0 0 0 10 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingosinicella Sphingosinicella sp. BN140058 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Hungateiclostridiaceae Hungateiclostridium Hungateiclostridium thermocellum 1515 	0 0 0 0 1 0 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma mycoides 2102 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces formicae 1616117 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Methylobacteriaceae Methylorubrum Methylorubrum extorquens 408 	0 0 0 0 7 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium sp. ABRDHK2 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Paraburkholderia Paraburkholderia sp. DHF22 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium tetani 1513 	0 0 0 0 14 0 
Bacteria Firmicutes Clostridia Clostridiales Symbiobacteriaceae Symbiobacterium Symbiobacterium thermophilum 2734 	0 0 0 0 3 0 
Archaea Thaumarchaeota NA Nitrosopumilales Nitrosopumilaceae Nitrosopumilus Nitrosopumilus maritimus 338192 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Anoxybacillus Anoxybacillus sp. PDR2 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium glaucum 187491 	0 0 0 0 1 0 
Bacteria Planctomycetes Planctomycetia Pirellulales Thermoguttaceae Thermogutta Thermogutta terrifontis 1331910 	0 0 0 0 1 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia sp. oral 	498 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter Caulobacter vibrioides 155892 	0 0 0 0 2 0 
Bacteria Firmicutes Erysipelotrichia Erysipelotrichales Erysipelotrichaceae Erysipelothrix Erysipelothrix rhusiopathiae 1648 	0 0 0 0 18 0 
Viruses Negarnaviricota Insthoviricetes Articulavirales Orthomyxoviridae Alphainfluenzavirus Influenza A virus 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus gobiensis 1441095 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus sp. DSL-17 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma litorale 216942 	0 0 0 0 2 0 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Nakaseomyces [Candida] glabrata 5478 	0 0 0 0 2 0 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma turonicum 216946 	0 0 0 0 2 0 
Bacteria Armatimonadetes Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas Chthonomonas calidirosea 454171 	0 0 0 0 5 0 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Sphaerochaeta Sphaerochaeta pleomorpha 1131707 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella Legionella sainthelensi 28087 	0 0 0 0 3 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Cytophagaceae Spirosoma Spirosoma pollinicola 2057025 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga leadbetteri 327575 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Otariodibacter Otariodibacter oris 1032623 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Nostocales Calotrichaceae Calothrix Calothrix parietina 32054 	0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium hydrophobicum 1673076 	0 0 0 0 7 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio sp. HBUAS61001 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Helicobacter Helicobacter pullorum 35818 	0 0 0 0 2 0 
Bacteria Planctomycetes Planctomycetia Gemmatales Gemmataceae Gemmata Gemmata obscuriglobus 114 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Ralstonia Ralstonia mannitolilytica 105219 	0 0 0 0 4 0 
Archaea Crenarchaeota Thermoprotei Sulfolobales Sulfolobaceae Acidianus Acidianus manzaensis 282676 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xanthomonas Xanthomonas vasicola 56459 	0 0 0 0 2 0 
Viruses Uroviricota Caudoviricetes Caudovirales Myoviridae NA Bacillus virus G 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Auraticoccus Auraticoccus monumenti 675864 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Nocardiaceae Rhodococcus Rhodococcus pyridinivorans 103816 	0 0 0 0 22 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio anguillarum 55601 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Alcaligenaceae Pusillimonas Pusillimonas sp. T7-7 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Synergistetes Synergistia Synergistales Synergistaceae Aminomonas Aminomonas paucivorans 81412 	0 0 0 0 1 0 
Viruses Uroviricota Caudoviricetes Caudovirales Siphoviridae Timquatrovirus Mycobacterium phage Mufasa 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Pelagibacterales Pelagibacteraceae Candidatus Pelagibacter Candidatus Pelagibacter 	IMCC9063 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Basidiomycota Tremellomycetes Tremellales Cryptococcaceae Cryptococcus Cryptococcus neoformans 5207 	0 0 0 0 6 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Liberibacter Candidatus Liberibacter americanus 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales NA Phocaeicola Phocaeicola salanitronis 376805 	0 0 0 0 16 0 
Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae NA [Clostridium] cellulosi 29343 	0 0 0 0 1 0 
Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Anaerolinea Anaerolinea thermophila 167964 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Metabacillus Metabacillus litoralis 152268 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Moritellaceae Moritella Moritella yayanosii 69539 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc sp. CENA543 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Apicomplexa Aconoidasida Haemosporida Plasmodiidae Plasmodium Plasmodium falciparum 5833 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Sulfurimonas Sulfurimonas denitrificans 39766 	0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Roseburia Roseburia hominis 301301 	0 0 0 0 8 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae NA Beijerinckiaceae bacterium RH 	2572036 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium sp. LCT2 	S 0.00000 0.00000 0.00000 0.00000 0.00026 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Providencia Providencia sneebia 516075 	0 0 0 0 2 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Bacteroidaceae Bacteroides Bacteroides ovatus 28116 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Francisellaceae Francisella Francisella philomiragia 28110 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Helicobacter Helicobacter cetorum 138563 	0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Tannerellaceae Tannerella Tannerella forsythia 28112 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter sp. SA4-12 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bartonellaceae Bartonella Bartonella elizabethae 807 	0 0 0 0 3 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Odoribacteraceae Odoribacter Odoribacter splanchnicus 28118 	0 0 0 0 3 0 
Viruses Uroviricota Caudoviricetes Caudovirales Myoviridae Mooglevirus Citrobacter virus Moogle 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Thermotogae Thermotogae Thermotogales Fervidobacteriaceae Thermosipho Thermosipho africanus 2421 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Aeribacillus Aeribacillus pallidus 33936 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Nissabacter Nissabacter sp. SGAir0207 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales NA NA Cytophagales bacterium TFI 	1945892 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Pluralibacter [Enterobacter] lignolyticus 1334193 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Helicobacter Helicobacter pylori 210 	0 0 0 0 7 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter equi 1324350 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio sp. THAF100 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptosporangiales Thermomonosporaceae Actinomadura Actinomadura sp. WMMA1423 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus fermentum 1613 	0 0 0 0 1 0 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Debaryomycetaceae Candida Candida albicans 5476 	0 0 0 0 5 0 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc linckia 92942 	0 0 0 0 1 0 
Eukaryota Ascomycota Sordariomycetes Hypocreales Nectriaceae Fusarium Fusarium oxysporum 5507 	0 0 0 0 1 0 
Bacteria Actinobacteria Thermoleophilia Solirubrobacterales Conexibacteraceae Conexibacter Conexibacter woesei 191495 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Chroococcidiopsidales Chroococcidiopsidaceae Chroococcidiopsis Chroococcidiopsis thermalis 54299 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Francisellaceae Francisella Francisella sp. FSC1006 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Micrococcales Micrococcaceae Kocuria Kocuria palustris 71999 	0 0 0 0 7 0 
Bacteria Cyanobacteria NA Nostocales Calotrichaceae Calothrix Calothrix sp. NIES-2098 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Brucellaceae Brucella Brucella suis 29461 	0 0 0 0 41 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Lelliottia Lelliottia nimipressuralis 69220 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Marinirhabdus Marinirhabdus gelatinilytica 1703343 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycolicibacterium Mycolicibacterium smegmatis 1772 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Rhodopseudomonas Rhodopseudomonas palustris 1076 	0 0 0 0 7 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas cedrina 651740 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Helicobacter Helicobacter apodemus 135569 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria NA NA Candidatus Profftella Candidatus Profftella 	669502 0 0 0 0 1 0 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Saccharomyces Saccharomyces eubayanus 1080349 	0 0 0 0 1 0 
Bacteria Planctomycetes NA NA NA NA Planctomycetes bacterium TBK1r 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobacterium Methanobacterium lacus 877455 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium carnipullorum 1124835 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium zhanjiangense 1325107 	0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Xanthobacter Xanthobacter autotrophicus 280 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae Rickettsia Rickettsia amblyommatis 33989 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Comamonas Comamonas testosteroni 285 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus pseudomycoides 64104 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas aeruginosa 287 	0 0 0 0 4 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio jasicida 766224 	0 0 0 0 8 0 
